"id","wing","wing_title","artifact_title","location","description"
"leaders-035","leaders","جناح ملوك وملكات مصر القديمة","إخناتون","الأسرة الثامنة عشرة","دعا لعبادة إله الشمس آتون وحده. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-036","leaders","جناح ملوك وملكات مصر القديمة","نفرتيتي","الأسرة الثامنة عشرة","الملكة صاحبة أشهر رأس منحوت في التاريخ. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-037","leaders","جناح ملوك وملكات مصر القديمة","سمنخ كارع","الأسرة الثامنة عشرة","حكم لفترة قصيرة غامضة بعد إخناتون. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-038","leaders","جناح ملوك وملكات مصر القديمة","توت عنخ آمون","الأسرة الثامنة عشرة","الفرعون الشاب صاحب المقبرة الذهبية الكاملة. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-039","leaders","جناح ملوك وملكات مصر القديمة","آي","الأسرة الثامنة عشرة","خلف توت عنخ آمون على العرش. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-040","leaders","جناح ملوك وملكات مصر القديمة","حورمحب","الأسرة الثامنة عشرة","قائد عسكري أنهى فترة اضطراب العمارنة. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-041","leaders","جناح ملوك وملكات مصر القديمة","رمسيس الأول","الأسرة التاسعة عشرة","مؤسس الأسرة التاسعة عشرة. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-042","leaders","جناح ملوك وملكات مصر القديمة","سيتي الأول","الأسرة التاسعة عشرة","صاحب معبد أبيدوس الشهير. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-043","leaders","جناح ملوك وملكات مصر القديمة","رمسيس الثاني","الأسرة التاسعة عشرة","الملقب بالعظيم، صاحب أبو سمبل ومعاهدة قادش. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-044","leaders","جناح ملوك وملكات مصر القديمة","مرنبتاح","الأسرة التاسعة عشرة","أول من ذكر اسم إسرائيل في نقش تاريخي. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-045","leaders","جناح ملوك وملكات مصر القديمة","سيتي الثاني","الأسرة التاسعة عشرة","حكم خلال فترة اضطراب أسري. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-046","leaders","جناح ملوك وملكات مصر القديمة","توسرت","الأسرة التاسعة عشرة","من الملكات القلائل اللاتي حكمن مصر بلقب فرعون. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-047","leaders","جناح ملوك وملكات مصر القديمة","ست ناخت","الأسرة العشرون","مؤسس الأسرة العشرين وأعاد الاستقرار. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-048","leaders","جناح ملوك وملكات مصر القديمة","رمسيس الثالث","الأسرة العشرون","تصدى لغزوات شعوب البحر. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-049","leaders","جناح ملوك وملكات مصر القديمة","رمسيس السادس","الأسرة العشرون","حكم في فترة ضعف اقتصادي متزايد. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-050","leaders","جناح ملوك وملكات مصر القديمة","رمسيس التاسع","الأسرة العشرون","شهد عصره سرقات موثقة لمقابر الملوك. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-051","leaders","جناح ملوك وملكات مصر القديمة","سمندس","الأسرة الحادية والعشرون","مؤسس الأسرة الحادية والعشرين في تانيس. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-052","leaders","جناح ملوك وملكات مصر القديمة","بسوسنس الأول","الأسرة الحادية والعشرون","اشتهرت مقبرته بكنوز فضية وذهبية نادرة. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-053","leaders","جناح ملوك وملكات مصر القديمة","شيشنق الأول","الأسرة الثانية والعشرون","مؤسس الأسرة الليبية الحاكمة. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-054","leaders","جناح ملوك وملكات مصر القديمة","أوسركون الأول","الأسرة الثانية والعشرون","واصل حكم الأسرة الليبية بمصر. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-055","leaders","جناح ملوك وملكات مصر القديمة","أوسركون الثاني","الأسرة الثانية والعشرون","شهد عصره تنافساً على العرش. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-056","leaders","جناح ملوك وملكات مصر القديمة","بعنخي","الأسرة الخامسة والعشرون","الملك النوبي الذي وحّد مصر. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-057","leaders","جناح ملوك وملكات مصر القديمة","شاباكا","الأسرة الخامسة والعشرون","ملك كوشي حكم مصر وأعاد الاهتمام بالتراث القديم. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-058","leaders","جناح ملوك وملكات مصر القديمة","طهارقا","الأسرة الخامسة والعشرون","أشهر ملوك الأسرة الكوشية الحاكمة لمصر. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-059","leaders","جناح ملوك وملكات مصر القديمة","بسماتيك الأول","الأسرة السادسة والعشرون","أعاد توحيد مصر في العصر المتأخر. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-060","leaders","جناح ملوك وملكات مصر القديمة","نخاو الثاني","الأسرة السادسة والعشرون","حاول شق قناة تربط النيل بالبحر الأحمر. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-061","leaders","جناح ملوك وملكات مصر القديمة","بسماتيك الثاني","الأسرة السادسة والعشرون","قاد حملة عسكرية جنوباً إلى النوبة. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-062","leaders","جناح ملوك وملكات مصر القديمة","أبريس","الأسرة السادسة والعشرون","خاض حروباً بحرية ضد المدن اليونانية. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-063","leaders","جناح ملوك وملكات مصر القديمة","أحمس الثاني","الأسرة السادسة والعشرون","عهده شهد ازدهاراً تجارياً مع اليونان. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-064","leaders","جناح ملوك وملكات مصر القديمة","نختانبو الأول","الأسرة الثلاثون","آخر الأسر المصرية الوطنية المستقلة. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-065","leaders","جناح ملوك وملكات مصر القديمة","نختانبو الثاني","الأسرة الثلاثون","آخر فرعون مصري أصيل قبل الغزو الفارسي الثاني. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-066","leaders","جناح ملوك وملكات مصر القديمة","بطليموس الأول سوتر","العصر البطلمي","مؤسس الأسرة البطلمية اليونانية في مصر. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-067","leaders","جناح ملوك وملكات مصر القديمة","بطليموس الثاني فيلادلفوس","العصر البطلمي","طوّر مكتبة الإسكندرية ومنارتها. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-068","leaders","جناح ملوك وملكات مصر القديمة","بطليموس الثالث","العصر البطلمي","وسّع نفوذ الدولة البطلمية خارجياً. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-069","leaders","جناح ملوك وملكات مصر القديمة","بطليموس الرابع","العصر البطلمي","شهد عصره بدايات ضعف الدولة البطلمية. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-070","leaders","جناح ملوك وملكات مصر القديمة","بطليموس الخامس","العصر البطلمي","صدر في عهده مرسوم حجر رشيد. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-071","leaders","جناح ملوك وملكات مصر القديمة","بطليموس السادس","العصر البطلمي","خاض صراعات على العرش مع إخوته. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-072","leaders","جناح ملوك وملكات مصر القديمة","بطليموس الثامن","العصر البطلمي","عُرف بلقب فيسكون وصراعاته العائلية. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-073","leaders","جناح ملوك وملكات مصر القديمة","بطليموس الثاني عشر","العصر البطلمي","والد الملكة كليوباترا السابعة. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-074","leaders","جناح ملوك وملكات مصر القديمة","كليوباترا السابعة","العصر البطلمي","آخر ملكات مصر البطلمية وأشهرهن. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-075","leaders","جناح ملوك وملكات مصر القديمة","أرسينوي الثانية","العصر البطلمي","ملكة بطلمية نافذة النفوذ السياسي. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-076","leaders","جناح ملوك وملكات مصر القديمة","بيرنيكي الثانية","العصر البطلمي","ملكة بطلمية اشتهرت بقصة خصلة شعرها الأسطورية. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-077","leaders","جناح ملوك وملكات مصر القديمة","مرنبتاح آمون خبر رع","العصر المتأخر","اسم عرش لأحد ملوك الأسرة التاسعة عشرة. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-078","leaders","جناح ملوك وملكات مصر القديمة","خوفو خع اف","الأسرة الرابعة","اسم عرش مرتبط بأحد ملوك بناة الأهرام. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-079","leaders","جناح ملوك وملكات مصر القديمة","سا حورع نفر إير كارع","الأسرة الخامسة","اسم كامل لأحد ملوك الأسرة الخامسة. اعتمد المؤرخون في تتبع سيرته على البرديات والنقوش المعاصرة لعصره."
"leaders-080","leaders","جناح ملوك وملكات مصر القديمة","مري إن رع نمتي إم زاف","الأسرة السادسة","أحد ملوك أواخر الأسرة السادسة. خلّدت التماثيل والنصوص الملكية اسمه ضمن سجل ملوك مصر القديمة."
"leaders-081","leaders","جناح ملوك وملكات مصر القديمة","خيان","عصر الهكسوس","أحد ملوك الهكسوس الذين حكموا شمال مصر. يُستدل على تفاصيل حكمه من النقوش الملكية وقوائم الملوك التاريخية."
"leaders-082","leaders","جناح ملوك وملكات مصر القديمة","أبيبي","عصر الهكسوس","آخر ملوك الهكسوس البارزين قبل الطرد. وثّقت الآثار والنقوش الجدارية أبرز محطات عهده وإنجازاته."
"leaders-083","leaders","جناح ملوك وملكات مصر القديمة","حور محب سا آمون","الأسرة الثامنة عشرة","الاسم الكامل للملك حورمحب على النقوش. تروي المعابد والمقابر التي شُيدت في عصره الكثير عن سياسته وإنجازاته."
"leaders-084","leaders","جناح ملوك وملكات مصر القديمة","الملك نكتانيبو الأول","الأسرة الثلاثون ","الملك نكتانيبو الأول (نخت نب إف) هو مؤسس الأسرة الثلاثين وآخر الأسرات المصرية الأصيلة في التاريخ القديم حكم البلاد لفترة قاربت الثمانية عشر عاماً امتازت بالاستقرار والازدهار الاقتصادي والعسكري حيث تمكن بذكاء حربي من صد غزو فارسي هائل مدعوم بالمرتزقة اليونانيين مستغلاً فيضان النيل لإغراق طرق تقدمهم وترك خلفه إرثاً معمارياً وفنياً هائلاً تجلى في بناء وتطوير المعابد في مختلف أنحاء مصر مثل معبد فيلة والأقصر والكرنك ليعيد إلى الأذهان أمجاد الدولة الحديثة في الفن والنحت"
"leaders-085","leaders","جناح ملوك وملكات مصر القديمة","نخاو الثاني ","الأسرة السادسة والعشرون","الملك نخاو الثاني هو ملك المغامرات والنهضة في تاريخ مصر القديم لم يكن حاكما تقليديا بل كان يمتلك رؤية سابقت عصره فهو أول من تجرأ على وصل البحرين الأحمر والمتوسط عبر النيل بطريق مائي وأول من أرسل بعثة استكشافية دارت حول قارة أفريقيا بأكملها في رحلة بحرية أسطورية استمرت ثلاثة أعوام جمع نخاو بين طموح القائد العسكري والدبلوماسي الذكي ليعيد لمصر هيبتها ومكانتها الدولية كقوة بحرية وتجارية عظمى في العصر المتأخر"
"leaders-086","leaders","جناح ملوك وملكات مصر القديمة","قمبيز الثاني","الأسرة السابعة والعشرون","الملك قمبيز الثاني هو حاكم فارسي غزا مصر عام 525 قبل الميلاد وأسس الأسرة السابعة والعشرين بعد هزيمة إبسماتيك الثالث في معركة بيلوزيوم ورغم أن المؤرخين اليونانيين وصفوه بالطاغية ومدمر المعابد إلا أن الآثار المصرية أكدت احترامه للديانة الفرعونية وتقديمه القرابين للآلهة وانتهى حكمه سريعا بعد فشل حملاته في الصحراء والنوبة وموته عام 522 قبل الميلاد"
"leaders-087","leaders","جناح ملوك وملكات مصر القديمة","الملك نكتانيبو الثاني","الأسرة الثلاثون","الملك نكتانيبو الثاني هو آخر فرعون مصري من السكان الأصليين يحكم مصر القديمة قبل سقوطها في يد الاحتلال الخارجي وشهد عهده محاولات مستمرة لحماية استقلال البلاد من الأطماع الفارسية كما تميز برعايته الكبيرة للفنون والنحت وترك تماثيل بديعة تظهره في حماية الإله حورس في هيئة الصقر"
"leaders-088","leaders","جناح ملوك وملكات مصر القديمة","الملك هكور (أخوريس)","الأسرة التاسعة والعشرين","الملك هاكور هو أبرز ملوك الأسرة التاسعة والعشرين في العصر المتأخر حكم البلاد قرابة ثلاثة عشر عاماً نجح خلالها في تثبيت أركان الحكم وحماية استقلال مصر من الأطماع الفارسية المستمرة عبر بناء تحالفات عسكرية قوية وشهد عهده نشاطاً معمارياً واسعاً تجلى في إضافاته البديعة لمعابد الكرنك وفيلة"
"leaders-089","leaders","جناح ملوك وملكات مصر القديمة","الملك نفريتس الأول (نايف عاو رود)","الأسرة التاسعة والعشرين","الملك نفريتس الأول هو مؤسس الأسرة التاسعة والعشرين حكم البلاد من عاصمته منديس في الدلتا ونجح في تثبيت أركان حكمه بعد الإطاحة بالملك أمييرتيوس وقام بتأمين حدود مصر عبر بناء تحالفات قوية ضد الإمبراطورية الفارسية وترك خلفه آثاراً وتماثيل شهيرة عُثر عليها في عدة مناطق بالوجه البحري"
"leaders-090","leaders","جناح ملوك وملكات مصر القديمة","الملك باساموثيس (بسا موت)","الأسرة التاسعة والعشرين","الملك باساموثيس هو أحد ملوك الأسرة التاسعة والعشرين وعلى الرغم من أن فترة حكمه كانت قصيرة جداً ولم تتجاوز العام الواحد بسبب الصراع على العرش إلا أنه تمكن من إدراج اسمه في السجلات الملكية وترك تماثيل ونقوشاً أثرية موثقة تظهره بالزي الملكي التقليدي وتُعرض قطع من عهده في المتاحف العالمية"
"leaders-091","leaders","جناح ملوك وملكات مصر القديمة","الملك نيفريتس الثاني والوزير الفرعوني","الأسرة التاسعة والعشرين","الملك نيفريتس الثاني هو آخر ملوك الأسرة التاسعة والعشرين الفرعونية المصرية وحكم البلاد لفترة قصيرة جداً بلغت بضعة أشهر فقط قبل أن يطيح به الملك نختنبو الأول وعلى الرغم من قصر عهده وعدم بقاء تماثيل كاملة لوجهه إلا أن المتاحف العالمية تحتفظ بمنحوتات حقيقية رائعة لكبار وزرائه وقادة جيشه المصريين الذين أداروا البلاد في عهده وتظهرهم بالرداء الفرعوني التقليدي والملامح المصرية الخالصة"
"leaders-092","leaders","جناح ملوك وملكات مصر القديمة","الملك خاسخموي","الأسرة الثانية","التمثال لخاسخموي آخر ملوك الأسرة الثانية في مصر وهو متوج على عرشه مع نقوش لأعداء مهزومين حول قاعدته أقدم تمثال ملكي حجري باق من مصر القديمة ويرتدي الملك تاج هيدجيت الأبيض الخاص بصعيد مصر وهو ملفوف برداء طويل ذي أكمام طويلة وهو زي مرتبط بمهرجان اليوبيل حب سد وقد ثقبت قبضته اليمنى لتعليق شيء آخر ربما مقبض صولجان أو عصا"
"leaders-093","leaders","جناح ملوك وملكات مصر القديمة","تمثال رانيفر","أواخر الأسرة الرابعة وبداية الأسرة الخامسة","يصوّر التمثال رنفر واقفًا مرتديًا تنورةً متوسطة الطول ذات طيات شعره قصير وعيناه مرسومتان عُثر على هذا التمثال الرائع مع تمثال آخر مطابق له تقريبًا في محرابين داخل كنيسة مقبرته في سقارة يُظهره هذا التمثال في شيخوخته بينما يُظهره الآخر في ريعان شبابه وكان رنفر كاهنًا أعظم للإلهين بتاح وسكر في ممفيس في أواخر الأسرة الرابعة وبداية الأسرة الخامسة واسمه يعني رع جميل وكان لقبه الرئيسي أعظم مديري الحرفيين في يوم العيد وهذا تحريف للقب الذي يُطلق عادةً على الكاهن الأعظم للإله بتاحعاش الكاهن رنفر وعُثر على تماثيله ومقبرته في حقبة أواخر الأسرة الرابعة وبداية الأسرة الخامسة (عصر الدولة القديمة)."
"leaders-094","leaders","جناح ملوك وملكات مصر القديمة","تمثال باك- إن- خونسو الثالث","الأسرة العشرون","يُصوِّر هذا التمثال الفريد الكاهن باك- إن- خونسو الثالث، الذي شغل منصباً كهنوتياً رفيعاً وهاماً في معبد الكرنك خلال عهد الأسرة العشرين. يظهر الكاهن في الوضع واقفاً وهو يقدم قدمه اليسرى للأمام كرمز للحياة والتحرك وفقاً للتقاليد الفنية المصرية القديمة. ويمسك بكلتا يديه شعاراً أو معبوداً مقدساً أمامه، في تجسيد واضح للورع والتقرب إلى الآلهة. يُعد التمثال نموذجاً رائعاً لتماثيل رجال الدين والحاشية في أواخر عصر الدولة الحديثة، حيث يعكس تطور النحت والملامح الفنية والدينية لتلك الحقبة."
"leaders-095","leaders","جناح ملوك وملكات مصر القديمة","قناع مومياء من الكارتوناج لشخص يدعى ""خيتي""","الأسرتين التاسعة والعاشرة","اكتشف هذا القناع المصنوع من الكارتوناج الملون عام 1903 خلال أعمال الحفائر بجبانة أسيوط في مصر العليا صُنع القناع خصيصا لرجل نبيل يدعى خيتي عاصر ملوك الأسرتين التاسعة والعاشرة يصور القناع المتوفى بملامح وقورة حيث يظهر كرجل ملتح بلحية مطلية باللون الأزرق ويرتدي باروكة شعر سوداء يحيط بها عصابة رأس إكليل ملونة بينما يغطي صدره نقش لقلادة عريضة تتألف من عدة صفوف من الخرز زاهي الألوان ومما يثير الدهشة تاريخيا أن تابوت خيتي قد أعيد استخدامه لاحقا في العصور القديمة حيث عثر بداخل القناع على بقايا عظام طفل صغير يتراوح عمره بين 4 إلى 5 سنوات"
"leaders-096","leaders","جناح ملوك وملكات مصر القديمة","تمثال لـ ساروي","الأسرة التاسعة عشرة","يصور هذا الأثر الرائع الكاتب الملكي ساروي في وضعية الركوع وهو يحمل بيديه رمزا أو لواء مقدسا على طول ذراعه اليمنى ويدعمه بيده اليسرى يرتدي ساروي باروكة شعر مستعار ذات خصلات مزدوجة ورداء طويلا ومثنيا يعكس بوضوح أحدث صيحات الموضة والملابس المميزة لفترة الرعامسة في عصر الدولة الحديثة كما يزين عنقه طوق الشرف المزدوج المسمى شيبيو وقلادة صدرية عريضة ومما يمنح هذا التمثال قيمة تاريخية وتوثيقية استثنائية وجود سطر أفقي من النصوص الهيروغليفية على صدره يذكر اسمه ولقبه بالإضافة إلى نقش الخرطوش الملكي للملك رمسيس الثاني محفورا بدقة على كتفه الأيمن لتوثيق فترة خدمته تحت إمرة هذا الفرعون العظيم"
"leaders-097","leaders","جناح ملوك وملكات مصر القديمة","""تمثال ثنائي لـ""خبر-كا-رع-سنب"" و""مريت","الأسرة الثامنة عشرة","هو عبارة عن تمثال صغير مصنوع من الحجر الجيري لشخص يدعى خبر كا رع سنب وزوجته السيدة مريت عثر على هذا الأثر بمنطقة الدير البحري بغرب طيبة يظهر فيه الزوجان وهما يجلسان جنبا إلى جنب على كرسي بظهر مرتفع تماشيا مع قواعد الفن المصري القديم حيث يجلس الرجل على الجانب الأيسر ويرتدي صاحب التمثال شعرا مستعارا يصل إلى كتفيه ونقبة طويلة تصل إلى منتصف ساقيه أما زوجته السيدة مريت فتظهر وهي ترتدي ثوبا حابكا وشعرا مستعارا طويلا ينقسم إلى خصلتين تنسدلان على صدرها مع جزء أعرض من الشعر ينسدل من الخلف ويمكن من خلال الأسلوب الفني الرصين ومفردات صيغة تقديم القرابين المنقوشة بدقة على هذا العمل النحتي تأريخه وتوثيقه إلى مطلع عصر الأسرة الثامنة عشرة"
"leaders-098","leaders","جناح ملوك وملكات مصر القديمة","تمثال كاعبر","الأسرة الخامسة","يصوّر التمثال الكاهن المرتل والكاتب كاعبر في وضعية السير يتقدم بقدمه اليسرى ويرتدي تنورة قصيرة وممسكاً بعصا القيادة الخشبية في يده ويمتاز التمثال بواقعية مذهلة تظهر جسده الممتلئ وملامح وجهه المستديرة التي تعكس ملامح رجل ثري ذي نفوذ وأكثر ما يميزه عيناه المطعمتان بدقة فائقة بحجر الكالسيت والبلور الصخري والمحددتان بالنحاس مما يمنحه نظرة حية تنبض بالحياة وقد أطلق عليه عمال الحفائر هذا الاسم نظراً للشبه الكبير بينه وبين عمدة قريتهم وقت اكتشافه في سقارة"
"leaders-099","leaders","جناح ملوك وملكات مصر القديمة","قناع مومياء لمسحتي","الأسرة الحادية عشرة","يُعد الأمير ""مسحتي""، حاكم إقليم أسيوط في عصر الدولة الوسطى، صاحب واحدة من أثمن المجموعات الجنائزية في تاريخ مصر القديمة. تكمن عبقرية مقبرته الفريدة في العثور على نموذجين خشبيين كاملين لفرقتين من الجيش المصري القديم؛ الفرقة الأولى تمثل 40 جندياً مصرياً يحملون الدروع الرقّية والرماح، والفرقة الثانية تمثل 40 جندياً نوبياً من الرماة (أصحاب القسي والسهام). تعكس هذه التماثيل الخشبية بدقة متناهية ملامح الانضباط، التنظيم، والزي العسكري الصارم للجيش الفرعوني، وتكشف كيف استعد هذا القائد العظيم لحياته في العالم الآخر محاطاً بكتائبه الوفية"
"leaders-100","leaders","جناح ملوك وملكات مصر القديمة","الملك نفرفرع","الاسره الخامسه","ابن الملك نفر إير كارع وتوفي شاباً في بداية عهده وعثر علماء الآثار على مجموعته الجنائزية كاملة وبها تماثيل طينية وخشبية بديعة له."
"paintings-001","paintings","جناح اللوحات والفنون","لوحة الموناليزا","ليوناردو دافينشي - إيطاليا","أشهر لوحة بورتريه في تاريخ الفن. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-002","paintings","جناح اللوحات والفنون","فتاة تقرأ القرآن","عثمان حمدي بك - تركيا العثمانية","لوحة تصور فتاة منكبّة على تلاوة القرآن بخشوع. تعكس هذه اللوحة اهتمام الفنان بتصوير الحياة الروحانية في المجتمع العثماني."
"paintings-003","paintings","جناح اللوحات والفنون","عازفتا الموسيقى","عثمان حمدي بك - تركيا العثمانية","لوحة تصور جلسة موسيقية هادئة بأزياء عثمانية تقليدية. تنتمي هذه اللوحة إلى أعمال فنية وثّقت الحياة الاجتماعية العثمانية."
"paintings-004","paintings","جناح اللوحات والفنون","بنات بحري","محمود سعيد - مصر","لوحة من أشهر أعمال رائد الفن المصري الحديث، تصور فتيات من حي بحري الإسكندراني. تجسّد هذه اللوحة ملامح الهوية المصرية وألوانها الدافئة المميزة."
"paintings-005","paintings","جناح اللوحات والفنون","مدرسة أثينا","رافائيل - إيطاليا","جدارية تجمع كبار فلاسفة اليونان. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-006","paintings","جناح اللوحات والفنون","الدراويش","محمود سعيد - مصر","لوحة تصور حلقة ذكر صوفية وحركة الدراويش الدائرية. تعبّر هذه اللوحة عن البعد الروحي في الفن المصري الحديث."
"paintings-007","paintings","جناح اللوحات والفنون","ليلة مرصعة بالنجوم","فنسنت فان جوخ - هولندا","لوحة بدوامات زرقاء تعبر عن اضطراب داخلي. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-008","paintings","جناح اللوحات والفنون","عباد الشمس","فنسنت فان جوخ - هولندا","سلسلة لوحات بألوان صفراء زاهية. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-009","paintings","جناح اللوحات والفنون","غرفة نوم فان جوخ في آرل","فنسنت فان جوخ - هولندا","تصور غرفة نوم الفنان الشخصية. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-010","paintings","جناح اللوحات والفنون","تراس مقهى في الليل","فنسنت فان جوخ - هولندا","أول لوحة رسمها فان جوخ ليلاً بالكامل. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-011","paintings","جناح اللوحات والفنون","الفتاة ذات القرط اللؤلؤي","يوهان فيرمير - هولندا","تُلقب أحياناً بموناليزا الشمال. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-012","paintings","جناح اللوحات والفنون","قارئة الرسالة عند النافذة","يوهان فيرمير - هولندا","تصور فتاة منغمسة في قراءة رسالة. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-013","paintings","جناح اللوحات والفنون","الصرخة","إدوارد مونش - النرويج","تجسد القلق الوجودي بسماء حمراء متموجة. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-014","paintings","جناح اللوحات والفنون","موجة كاناغاوا العظيمة","هوكوساي - اليابان","لوحة يابانية تقليدية لموجة بحرية هائلة. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-015","paintings","جناح اللوحات والفنون","غرنيكا","بابلو بيكاسو - إسبانيا","لوحة مناهضة للحرب تصور مأساة قصف مدينة غرنيكا. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-016","paintings","جناح اللوحات والفنون","لاس مينيناس","دييغو فيلاثكيث - إسبانيا","لوحة معقدة التركيب من العصر الذهبي الإسباني. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-017","paintings","جناح اللوحات والفنون","القبلة","غوستاف كليمت - النمسا","لوحة ذهبية تجسد اندماج حبيبين. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-018","paintings","جناح اللوحات والفنون","المرأة الذهبية (بورتريه أديل بلوخ باور)","غوستاف كليمت - النمسا","بورتريه شهير مغطى بأوراق الذهب. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-019","paintings","جناح اللوحات والفنون","المظلات","بيير أوغست رينوار - فرنسا","مشهد انطباعي حيوي في شارع باريسي ممطر. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-020","paintings","جناح اللوحات والفنون","غداء حفل قوارب التجديف","بيير أوغست رينوار - فرنسا","لوحة انطباعية لجلسة اجتماعية على النهر. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-021","paintings","جناح اللوحات والفنون","لوحة القدس (جمل المحامل)","سليمان منصور - فلسطين","أيقونة فنية للقضية الفلسطينية. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
